Inclui transações da Amazon Marketplace; Fulfillment by Amazon (FBA); e Amazon Webstore;;;;;;;;;;;;;;;;;;;;
Todas as quantias em BRL; a menos que especificado;;;;;;;;;;;;;;;;;;;;;
Definições:;;;;;;;;;;;;;;;;;;;;;;
Imposto de vendas coletados: Inclui impostos sobre vendas coletados de compradores para vendas de produtos; envio e embalagem para presente.;;;;;;;;;;;;;;;;;;;;;
Tarifas de venda: Inclui tarifas de fechamento variável e tarifas de referência.;;;;;;;;;;;;;;;;;;;;;;
Outras taxas de transação: Inclui cobranças retroativas de envio; retenção de envi; taxas por item e taxas de coleta de impostos de vendas.;;;;;;;;;;;;;;;;;;;;
Outros: Inclui quantias de transação não relacionadas a pedidos. Para obter mais detalhes;" consulte as colunas ""Tipo"" e ""Descrição"" para cada ID de pedido.";;;;;;;;;;;;;;;;;;;;;
data/hora;id de liquidação;tipo;id do pedido;sku;descrição;quantidade;mercado;tipo de conta;atendimento;cidade do pedido;estado do pedido;postal do pedido;vendas do produto;créditos de remessa;créditos de embalagem de presente;descontos promocionais;imposto de vendas coletados;tarifas de venda;taxas fba;taxas de outras transações;outro;total
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-9485130-8009043;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-9485130-8009043;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-3137088-6245831;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-3137088-6245831;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,35;0;-21,35
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-7506062-0247421;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;701-7506062-0247421;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;702-0912917-1153860;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;702-0912917-1153860;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;702-6489623-9605821;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:10 GMT-8;25354968201;Serviços de Envio;702-6489623-9605821;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:11 GMT-8;25354968201;Serviços de Envio;702-0505170-3658642;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:11 GMT-8;25354968201;Serviços de Envio;702-0505170-3658642;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:15 GMT-8;25354968201;Serviços de Envio;701-0118435-2733010;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:15 GMT-8;25354968201;Serviços de Envio;701-0118435-2733010;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:15 GMT-8;25354968201;Serviços de Envio;701-3424898-1643423;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-4,5;0;-4,5
19 de jan. de 2026 09:47:15 GMT-8;25354968201;Serviços de Envio;701-3424898-1643423;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:18 GMT-8;25354968201;Serviços de Envio;701-8573237-0614641;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:18 GMT-8;25354968201;Serviços de Envio;701-8573237-0614641;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:18 GMT-8;25354968201;Serviços de Envio;701-3928653-8665850;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:18 GMT-8;25354968201;Serviços de Envio;701-3928653-8665850;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;701-6478517-9711441;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;701-6478517-9711441;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;701-2132944-5321044;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-4,5;0;-4,5
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;701-2132944-5321044;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;702-9058280-0605801;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:19 GMT-8;25354968201;Serviços de Envio;702-9058280-0605801;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:20 GMT-8;25354968201;Serviços de Envio;702-9010496-7849026;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,5;0;-13,5
19 de jan. de 2026 09:47:20 GMT-8;25354968201;Serviços de Envio;702-9010496-7849026;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:23 GMT-8;25354968201;Serviços de Envio;701-0539336-7895405;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-26,9;0;-26,9
19 de jan. de 2026 09:47:23 GMT-8;25354968201;Serviços de Envio;701-0539336-7895405;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:23 GMT-8;25354968201;Serviços de Envio;702-7729370-7764250;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:23 GMT-8;25354968201;Serviços de Envio;702-7729370-7764250;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:27 GMT-8;25354968201;Serviços de Envio;702-7720922-6826609;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:27 GMT-8;25354968201;Serviços de Envio;702-7720922-6826609;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:28 GMT-8;25354968201;Serviços de Envio;701-2613886-2243455;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:28 GMT-8;25354968201;Serviços de Envio;701-2613886-2243455;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:32 GMT-8;25354968201;Serviços de Envio;702-4393322-7435465;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:32 GMT-8;25354968201;Serviços de Envio;702-4393322-7435465;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:33 GMT-8;25354968201;Serviços de Envio;702-0996436-8249051;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:33 GMT-8;25354968201;Serviços de Envio;702-0996436-8249051;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;701-2905972-3131464;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;701-2905972-3131464;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;701-1982615-0769040;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;701-1982615-0769040;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;702-8581900-4413838;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:36 GMT-8;25354968201;Serviços de Envio;702-8581900-4413838;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;702-8343301-8618625;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;702-8343301-8618625;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-20,9;0;-20,9
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;701-2521214-2151439;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;701-2521214-2151439;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;702-7860831-4917045;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:37 GMT-8;25354968201;Serviços de Envio;702-7860831-4917045;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-9654147-3724207;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-9654147-3724207;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-2949398-6709059;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-2949398-6709059;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;701-0008052-5955453;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;701-0008052-5955453;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,53;0;-21,53
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-8857286-9644228;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:41 GMT-8;25354968201;Serviços de Envio;702-8857286-9644228;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:42 GMT-8;25354968201;Serviços de Envio;702-5214929-2266604;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:42 GMT-8;25354968201;Serviços de Envio;702-5214929-2266604;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:42 GMT-8;25354968201;Serviços de Envio;702-4020584-1895469;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:42 GMT-8;25354968201;Serviços de Envio;702-4020584-1895469;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;702-5772973-4132268;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;702-5772973-4132268;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;701-0670336-2203429;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;701-0670336-2203429;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;702-8216042-3869849;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:45 GMT-8;25354968201;Serviços de Envio;702-8216042-3869849;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:46 GMT-8;25354968201;Serviços de Envio;701-3700412-0149851;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-12,85;0;-12,85
19 de jan. de 2026 09:47:46 GMT-8;25354968201;Serviços de Envio;701-3700412-0149851;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:46 GMT-8;25354968201;Serviços de Envio;702-7866795-6212207;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-12,85;0;-12,85
19 de jan. de 2026 09:47:46 GMT-8;25354968201;Serviços de Envio;702-7866795-6212207;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;701-8527089-1750635;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;701-8527089-1750635;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;702-8863414-7843452;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;702-8863414-7843452;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;702-0744945-1165823;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:50 GMT-8;25354968201;Serviços de Envio;702-0744945-1165823;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;702-8804815-0706650;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;702-8804815-0706650;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-20,9;0;-20,9
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;701-7783956-0816265;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;701-7783956-0816265;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,16;0;-21,16
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;701-3113348-7429840;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:51 GMT-8;25354968201;Serviços de Envio;701-3113348-7429840;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-3529097-4645858;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-26,9;0;-26,9
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-3529097-4645858;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-2699872-2112265;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-2699872-2112265;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;702-8499559-0629817;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;702-8499559-0629817;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-5833814-9799437;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-26,9;0;-26,9
19 de jan. de 2026 09:47:55 GMT-8;25354968201;Serviços de Envio;701-5833814-9799437;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:47:56 GMT-8;25354968201;Serviços de Envio;702-0803500-9729841;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-12,85;0;-12,85
19 de jan. de 2026 09:47:56 GMT-8;25354968201;Serviços de Envio;702-0803500-9729841;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
19 de jan. de 2026 09:48:00 GMT-8;25354968201;Serviços de Envio;702-5185366-7309014;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-12,85;0;-12,85
19 de jan. de 2026 09:48:00 GMT-8;25354968201;Serviços de Envio;702-5185366-7309014;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
20 de jan. de 2026 01:14:19 GMT-8;25454052171;Pedido;701-0372577-8091412;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;Igarassu;PE;53610;99,9;29,1;0;0;0;-19,35;0;0;0;109,65
20 de jan. de 2026 09:16:07 GMT-8;25454271351;Serviços de Envio;702-4737238-7833823;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
20 de jan. de 2026 09:16:07 GMT-8;25454271351;Serviços de Envio;702-4737238-7833823;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
20 de jan. de 2026 09:16:07 GMT-8;25454271351;Serviços de Envio;702-8926078-8901034;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
20 de jan. de 2026 09:16:07 GMT-8;25454271351;Serviços de Envio;702-8926078-8901034;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
20 de jan. de 2026 09:16:08 GMT-8;25454271351;Serviços de Envio;702-0029126-5328233;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
20 de jan. de 2026 09:16:08 GMT-8;25454271351;Serviços de Envio;702-0029126-5328233;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
20 de jan. de 2026 09:16:12 GMT-8;25454271351;Serviços de Envio;701-1045359-6239468;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
20 de jan. de 2026 09:16:12 GMT-8;25454271351;Serviços de Envio;701-1045359-6239468;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
20 de jan. de 2026 09:16:13 GMT-8;25454271351;Serviços de Envio;702-4557641-3478660;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
