Inclui transações da Amazon Marketplace; Fulfillment by Amazon (FBA); e Amazon Webstore;;;;;;;;;;;;;;;;;;;;
Todas as quantias em BRL; a menos que especificado;;;;;;;;;;;;;;;;;;;;;
Definições:;;;;;;;;;;;;;;;;;;;;;;
Imposto de vendas coletados: Inclui impostos sobre vendas coletados de compradores para vendas de produtos; envio e embalagem para presente.;;;;;;;;;;;;;;;;;;;;;
Tarifas de venda: Inclui tarifas de fechamento variável e tarifas de referência.;;;;;;;;;;;;;;;;;;;;;;
Outras taxas de transação: Inclui cobranças retroativas de envio; retenção de envi; taxas por item e taxas de coleta de impostos de vendas.;;;;;;;;;;;;;;;;;;;;
Outros: Inclui quantias de transação não relacionadas a pedidos. Para obter mais detalhes;" consulte as colunas ""Tipo"" e ""Descrição"" para cada ID de pedido.";;;;;;;;;;;;;;;;;;;;;
data/hora;id de liquidação;tipo;id do pedido;sku;descrição;quantidade;mercado;tipo de conta;atendimento;cidade do pedido;estado do pedido;postal do pedido;vendas do produto;créditos de remessa;créditos de embalagem de presente;descontos promocionais;imposto de vendas coletados;tarifas de venda;taxas fba;taxas de outras transações;outro;total
9 de jan. de 2026 05:30:29 GMT-8;25354658381;Pedido;702-7320857-5722647;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;São Paulo;SP;8120;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 05:42:14 GMT-8;25354658381;Pedido;702-1161227-1977024;QN-J7OR-ET9L;Nem Silenciadas, nem Iguais: O Papel Singular da Mulher nas Escrituras, sem Distorções Ideológicas;1;amazon.com.br;Boleto;Vendedor;Nova Friburgo;RJ;28620;49,9;0;0;0;0;-7,49;0;0;0;42,41
9 de jan. de 2026 06:25:00 GMT-8;25354968201;Pedido;702-6956427-9968221;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Embu das Artes;SP;6815;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 06:44:03 GMT-8;25354968201;Pedido;702-7564663-0693813;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Abaetetuba;Pará;68440;89,9;0;0;0;0;-13,49;0;0;0;76,41
9 de jan. de 2026 06:51:02 GMT-8;25354968201;Pedido;701-3494628-5973058;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Goiânia;GO;74690;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 06:52:43 GMT-8;25354658381;Pedido;701-5569873-5348219;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;Piracicaba;SP;13424;89,9;0;0;0;0;-13,49;0;0;0;76,41
9 de jan. de 2026 07:01:09 GMT-8;25354658381;Pedido;702-7024015-1228244;Prod 466;Em busca do coração de Deus: Leituras Devocionais;1;amazon.com.br;Boleto;Vendedor;Patrocínio;MG;38742;30,9;0;0;0;0;-4,64;0;0;0;26,26
9 de jan. de 2026 07:25:03 GMT-8;25354658381;Pedido;701-3781791-7093019;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;São Paulo;SP;5165;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 07:25:07 GMT-8;25354968201;Pedido;701-5662443-5621041;VA-5N7A-ZMX7;Bíblia Trindade - Marrom - Heziom - Letra Grande;1;amazon.com.br;Crédito Mastercard e outros;Amazon;Brasília;DF;72312;109,9;8,9;0;-8,9;0;-18,14;-14,05;0;0;77,71
9 de jan. de 2026 07:40:08 GMT-8;25354968201;Pedido;701-2640920-4029810;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;São Paulo;SP;5185;51,9;0;0;0;0;-7,79;0;0;0;44,11
9 de jan. de 2026 07:50:44 GMT-8;25354968201;Pedido;702-2736210-0760205;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;São Paulo;SP;8341;49,9;0;0;0;0;-7,49;0;0;0;42,41
9 de jan. de 2026 07:53:02 GMT-8;25296870171;Pedido;702-3727643-7060240;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;São Paulo;SP;5089;49,9;0;0;0;0;-7,49;0;0;0;42,41
9 de jan. de 2026 09:19:36 GMT-8;25354968201;Serviços de Envio;702-5838623-1451435;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
9 de jan. de 2026 09:19:36 GMT-8;25354968201;Serviços de Envio;702-5838623-1451435;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:40 GMT-8;25354968201;Serviços de Envio;702-3943678-4057827;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-26,9;0;-26,9
9 de jan. de 2026 09:19:40 GMT-8;25354968201;Serviços de Envio;702-3943678-4057827;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:49 GMT-8;25354968201;Serviços de Envio;702-9432557-9767420;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:19:49 GMT-8;25354968201;Serviços de Envio;702-9432557-9767420;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:49 GMT-8;25354968201;Serviços de Envio;701-5136605-8341019;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:19:49 GMT-8;25354968201;Serviços de Envio;701-5136605-8341019;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;701-9800086-5198621;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;701-9800086-5198621;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;702-1352905-6848211;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;702-1352905-6848211;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,35;0;-21,35
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;702-5357736-0305057;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,5;0;-13,5
9 de jan. de 2026 09:19:53 GMT-8;25354968201;Serviços de Envio;702-5357736-0305057;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-8471748-2865800;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-8471748-2865800;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-3298362-3349818;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-3298362-3349818;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-9211788-5085042;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:19:58 GMT-8;25354968201;Serviços de Envio;701-9211788-5085042;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:02 GMT-8;25354968201;Serviços de Envio;701-5090619-1162608;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:02 GMT-8;25354968201;Serviços de Envio;701-5090619-1162608;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:02 GMT-8;25354968201;Serviços de Envio;702-6716522-9260211;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:02 GMT-8;25354968201;Serviços de Envio;702-6716522-9260211;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:06 GMT-8;25354968201;Serviços de Envio;702-8585913-0640251;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
9 de jan. de 2026 09:20:06 GMT-8;25354968201;Serviços de Envio;702-8585913-0640251;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;702-0373231-7545007;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;702-0373231-7545007;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;701-1643777-9675437;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;701-1643777-9675437;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;701-7879295-3529024;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:10 GMT-8;25354968201;Serviços de Envio;701-7879295-3529024;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21;0;-21
9 de jan. de 2026 09:20:11 GMT-8;25354968201;Serviços de Envio;701-2822696-3109831;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:11 GMT-8;25354968201;Serviços de Envio;701-2822696-3109831;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:11 GMT-8;25354968201;Serviços de Envio;701-5305218-2519463;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
9 de jan. de 2026 09:20:11 GMT-8;25354968201;Serviços de Envio;701-5305218-2519463;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-21,35;0;-21,35
9 de jan. de 2026 09:20:14 GMT-8;25354968201;Serviços de Envio;702-9335356-8524212;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:14 GMT-8;25354968201;Serviços de Envio;702-9335356-8524212;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;702-1729444-4345855;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,75;0;-6,75
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;702-1729444-4345855;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;701-8206469-0398603;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;701-8206469-0398603;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;702-9801645-6521844;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:15 GMT-8;25354968201;Serviços de Envio;702-9801645-6521844;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:19 GMT-8;25354968201;Serviços de Envio;701-5175872-5237059;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:19 GMT-8;25354968201;Serviços de Envio;701-5175872-5237059;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;701-1886927-9970623;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;701-1886927-9970623;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;702-2302504-5823426;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;702-2302504-5823426;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;702-2483624-5709853;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-15,7;0;-15,7
9 de jan. de 2026 09:20:27 GMT-8;25354968201;Serviços de Envio;702-2483624-5709853;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;701-3147539-5245047;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-20,2;0;-20,2
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;701-3147539-5245047;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-11,35;0;-11,35
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;702-6036306-2817857;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;702-6036306-2817857;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;702-5177470-6653815;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:28 GMT-8;25354968201;Serviços de Envio;702-5177470-6653815;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-7782124-0061048;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-7782124-0061048;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-1768113-0877009;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-1768113-0877009;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-9514336-5460207;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-6,5;0;-6,5
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;701-9514336-5460207;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;702-3017153-6490667;;Tarifa de manuseio com base no peso Delivery by Amazon;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;-13,45;0;-13,45
9 de jan. de 2026 09:20:32 GMT-8;25354968201;Serviços de Envio;702-3017153-6490667;;Estorno do frete pago pelo comprador;;Amazon.com.br;Crédito Mastercard e outros;Vendedor;;;;0;0;0;0;0;0;0;0;0;0
9 de jan. de 2026 13:35:53 GMT-8;25354658381;Pedido;701-0345018-4599434;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;Tangará da Serra;MT;78303;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 15:18:55 GMT-8;25354968201;Pedido;702-2536592-0652227;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Santa Bárbara D'Oeste;SP;13455;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 16:09:54 GMT-8;25354658381;Pedido;701-4658378-9733036;698793;A fé na era da Ilusão: Vivendo em Santidade em uma Geração que Normalizou o Pecado;1;amazon.com.br;Boleto;Vendedor;Piracicaba;SP;13411;53,9;0;0;0;0;-8,09;0;0;0;45,81
9 de jan. de 2026 17:48:20 GMT-8;25296870171;Pedido;702-7451537-5937802;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;Brasília;DF;71904;99,9;0;0;0;0;-14,99;0;0;0;84,91
9 de jan. de 2026 19:18:02 GMT-8;25296870171;Reembolso;702-3872426-9841853;GH-BE8P-H3G8;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Visa Crédito;Amazon;Ribeirão Preto;SP;14015;-122,9;0;0;0;0;16,22;0;0;0;-106,68
9 de jan. de 2026 23:11:04 GMT-8;25354658381;Pedido;701-7404922-3731465;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;Barueri;SP;6414;89,9;0;0;0;0;-13,49;0;0;0;76,41
10 de jan. de 2026 00:54:41 GMT-8;25354658381;Pedido;702-4829529-7936212;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Boleto;Vendedor;Belo Horizonte;MG;31110;99,9;0;0;0;0;-14,99;0;0;0;84,91
10 de jan. de 2026 01:17:52 GMT-8;25354658381;Pedido;702-1282268-7579405;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;São Paulo;SP;2310;89,9;0;0;0;0;-13,49;0;0;0;76,41
10 de jan. de 2026 01:51:38 GMT-8;25296870171;Pedido;701-8576046-8524242;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;3;amazon.com.br;Visa Crédito;Vendedor;Louveira;SP;13291;155,7;0;0;0;0;-23,37;0;0;0;132,33
10 de jan. de 2026 02:42:34 GMT-8;25296870171;Pedido;701-3149560-4202635;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Goiania;Goias;74215;51,9;21,35;0;0;0;-7,79;0;0;0;65,46
10 de jan. de 2026 04:02:14 GMT-8;25354968201;Pedido;701-9255039-6391466;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Vassouras;RJ;27700;51,9;0;0;0;0;-7,79;0;0;0;44,11
10 de jan. de 2026 04:18:12 GMT-8;25296870171;Pedido;701-2415502-9093864;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Visa Crédito;Vendedor;Belo Horizonte;MG;30720;99,9;0;0;0;0;-14,99;0;0;0;84,91
10 de jan. de 2026 04:22:27 GMT-8;25354968201;Pedido;702-1662226-5566607;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Diadema;SP;9910;49,9;0;0;0;0;-7,49;0;0;0;42,41
10 de jan. de 2026 04:28:47 GMT-8;25354658381;Pedido;701-5179898-0195458;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;2;amazon.com.br;Boleto;Vendedor;Belo Horizonte;MG;31035;103,8;0;0;0;0;-15,58;0;0;0;88,22
10 de jan. de 2026 04:35:58 GMT-8;25354658381;Pedido;701-2663017-8390662;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Boleto;Vendedor;Rio de Janeiro;RJ;22041;89,9;0;0;0;0;-13,49;0;0;0;76,41
10 de jan. de 2026 04:59:12 GMT-8;25354968201;Pedido;701-4157699-8723408;QN-J7OR-ET9L;Nem Silenciadas, nem Iguais: O Papel Singular da Mulher nas Escrituras, sem Distorções Ideológicas;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Vargem Grande Paulista;SP;6737;49,9;0;0;0;0;-7,49;0;0;0;42,41
10 de jan. de 2026 05:22:45 GMT-8;25354968201;Pedido;702-4661844-2749864;9,78655E+12;Tratado Sobre Contentamento Cristão: Como Encontrar a Verdadeira Satisfação em Cristo em Todas as Circunstâncias;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Brasília;DF;72035;47,9;0;0;0;0;-7,19;0;0;0;40,71
10 de jan. de 2026 05:48:01 GMT-8;25296870171;Pedido;701-7946049-6089835;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Serra;ES;29160;51,9;0;0;0;0;-7,79;0;0;0;44,11
10 de jan. de 2026 05:54:08 GMT-8;25296870171;Pedido;701-8753023-6256204;698923;Orando as promessas de Deus: Uma promessa de Deus para cada dia do ano;1;amazon.com.br;Visa Crédito;Vendedor;Petrolina;PE;56330;51,9;21,35;0;0;0;-7,79;0;0;0;65,46
10 de jan. de 2026 06:25:03 GMT-8;25354968201;Pedido;702-2740356-4778626;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Barueri;SP;6414;49,9;0;0;0;0;-7,49;0;0;0;42,41
10 de jan. de 2026 06:40:09 GMT-8;25354968201;Pedido;702-8135403-7567423;698883;Mães da aliança 2026: Orando pelos filhos com base nas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Brasília;DF;73105;99,9;0;0;0;0;-14,99;0;0;0;84,91
10 de jan. de 2026 06:45:46 GMT-8;25354968201;Pedido;702-8793814-2302668;Prod 1085;O Talão de Cheques do Banco da Fé: Para saques diários das ricas promessas de Deus;1;amazon.com.br;Crédito Mastercard e outros;Vendedor;Caieiras;São Paulo;7718;49,9;0;0;0;0;-7,49;0;0;0;42,41
10 de jan. de 2026 06:46:41 GMT-8;25296870171;Pedido;701-9419263-8089813;9,78655E+12;Meditações em Provérbios: Sabedoria Para uma Vida Teocêntrica (Volume 2);1;amazon.com.br;Visa Crédito;Vendedor;Londrina;Paraná;86058;89,9;0;0;0;0;-13,49;0;0;0;76,41
